221.3958  501  580  735  565  315
221.4375  778  903 1039  951  655
221.4792  618  815  813  847  713
221.5208  680  852  735  882  854
221.5625  544  675  510  690  740
221.6042  395  497  272  474  615
221.6458  636  577  177  549  855
221.6875  463  310   62  266  534
221.7292  506  199   44  120  440
221.7708  140   61   34   39  126
222.2292  153   43  130   16   16
222.2708  635  227  546  128   48
222.3125  796  425  797  353   54
222.3542  891  617  957  589  152
222.3958  825  715  940  731  375
222.4375  679  732  841  771  540
222.4792  404  572  570  576  492
222.5208  189  433  373  401  395
222.5625   50  297  249  272  278
222.6042  696  721  424  733  895
222.6458  897  623  155  595  956
222.6875  761  423   51  348  785
222.7292  583  229   41  131  544
222.7708  201   43   18   17  122
223.2292  311   56  216   17   19
223.2708  727  241  599  133   47
223.3125  880  444  842  370   52
223.3542  950  636  994  609  149
223.3958  977  791 1053  806  392
223.4375  983  902 1053  948  631
223.4792  900 1001 1026 1063  869
223.5208  965  920  836 1002  933
223.5625  137  323  279  312  309
223.6042   22  255  203  226  243
223.6458   20  205  160  168  189
223.6875   39  155   94  124  179
223.7292  239  158   60  118  284
223.7708   52   16   13   11   32
224.2292  105   29   90   13   13
224.2708  482  216  491  129   58
224.3125  722  405  761  346   61
224.3542  899  629  982  606  163
224.3958  948  816 1066  834  436
224.4375  788  862 1013  924  624
224.4792  842  928  956 1008  830
224.5208  936  970  882 1062  990
224.5625  943  896  638  950 1045
224.6042  912  781  397  804 1039
224.6458  527  454  152  448  685
224.6875  581  409  103  343  695
224.7292  371  242   93  154  432
224.7708  146   61   29   33  122
225.2292  238   69  203   34   31
225.2708  187  186  315  133   89
225.3125   32  247  294  209  150
225.3542  334  476  670  454  205
225.3958   70  346  357  309  257
225.4375  218  576  586  548  454
225.4792  676  844  861  898  752
225.5208   68  407  353  371  368
225.5625  294  421  292  413  471
225.6042  696  704  433  734  877
225.6458    5  178  115  137  181
225.6875  519  410  111  335  682
225.7292  663  225   38  120  551
225.7708  193   36   14   12  117
226.2292  317   52  220   16   19
226.2708  732  235  598  135   47
226.3125  868  435  836  371   53
226.3542  925  624  982  606  150
226.3958  974  784 1053  810  391
226.4375 1002  900 1059  956  632
226.4792 1005  941  966 1005  818
226.5208  966  904  783  967  928
226.5625  958  865  593  911 1017
226.6042  949  784  384  806 1051
226.6458  905  612  148  598  961
226.6875  500  254   41  224  460
226.7292  444  148   34   79  365
226.7708  213   33   14   15   95
227.2292  297   50  211   16   18
227.2708  741  235  607  136   47
227.3125  891  440  855  379   52
227.3542  954  632 1004  619  149
227.3958  995  793 1070  824  397
227.4375 1002  897 1059  957  632
227.4792  985  950  977 1020  830
227.5208  992  946  825 1015  972
227.5625  977  887  619  942 1041
227.6042  952  776  382  801 1038
227.6458  903  616  141  597  968
229.3542  882  592  941  584  152
229.3958  476  614  746  609  374
229.4375   20  372  363  324  282
229.4792    5  289  270  247  228
229.5208    1   21   22   18   17
229.5625    3  203  169  169  175
229.6042    1  102   82   82   86
229.6458    1  108   80   91  101
229.6875    2   68   57   55   54
229.7292    2   23   19   18   19
229.7708    2    9    6    6    7
230.2292   67   24   62   13   13
230.2708  146  111  207   77   58
230.3125  180  296  459  270  119
230.3542   55  413  506  372  238
230.3958   11  421  416  359  309
230.4375    7  453  433  406  364
230.4792  149  497  453  494  467
230.5208   80  515  466  492  466
230.5625    3  338  296  313  304
230.6042   11  330  219  290  349
230.6458   10  259  173  224  266
230.6875    1   41   33   34   35
230.7292    1   32   27   27   28
230.7708    2    8    7    6    6
231.2292   55   15   41    8    7
231.2708  591  186  490  117   42
231.3125  785  390  783  346   53
231.3542  865  576  936  576  134
231.3958  903  735 1010  772  362
231.4375  924  857 1021  912  593
231.4792  929  923  957  992  803
231.5208  573  670  577  715  699
231.5625  780  824  592  884  963
231.6042  834  741  384  772  984
231.6458  783  579  154  573  904
231.6875  666  384   58  340  724
231.7292  142  119   48   91  213
231.7708   22   31   22   23   32
233.4792  166  325  313  330  293
233.5208  129  360  313  368  361
233.5625  304  541  401  563  614
233.6042  330  455  280  472  572
233.6458  319  363  156  347  504
233.6875   14  137  100  116  146
233.7292    2   64   46   47   60
233.7708    2    9    8    7    7
234.2292   53   24   51   16   16
234.2708  318  151  337  113   52
235.5625  625  644  477  716  768
235.6042  803  727  380  794 1004
235.6458  714  516  146  532  825
235.6875  682  374   58  350  740
235.7292  198   99   30   80  217
235.7708   77    9    9    8   12
236.2292  157   26  116   11   12
236.2708  659  194  541  122   44
236.3125  821  392  804  357   53
236.3542  886  579  959  594  134
236.3958  934  741 1035  801  371
236.4375  957  853 1038  944  606
236.4792  965  907  962 1012  805
236.5208  957  908  817 1014  951
236.5625  922  838  606  932 1007
236.6042  871  723  372  788  997
236.6458  824  566  143  588  922
236.6875  704  372   56  348  741
236.7292  467  165   39  119  425
236.7708   53   13   10   11   18
237.2292   98   23   85   12   11
237.2708  533  178  476  119   46
237.3125  728  373  755  344   61
237.3542  819  559  923  577  139
237.3958  857  713  997  774  364
237.4375  882  826 1008  918  592
237.4792  896  881  937  987  788
237.5208  881  889  800  992  932
237.5625  694  706  516  783  846
237.6042  747  728  386  797 1004
237.6458  464  471  137  488  756
237.6875  348  245   83  226  400
237.7292  321  186   79  146  345
237.7708   10   14   11   11   15
238.2292   15   17   23   14   10
238.2708  141  117  181   96   60
238.3125  202  257  392  230  112
238.3542  280  401  553  390  193
238.3958  329  552  690  561  346
238.4375  309  621  698  646  481
238.4792  345  692  707  729  616
238.5208  342  668  607  703  667
238.5625  382  658  518  695  734
238.6042  423  586  365  615  745
238.6458  393  441  191  446  642
238.6875  331  287  101  268  488
238.7292  244  138   56  110  278
238.7708   20   14    9   11   18
239.2292   24   21   34   16   13
239.2708  228  159  297  133   77
239.3125  242  323  474  290  164
239.3542  171  439  579  407  222
239.3958  455  654  845  664  383
239.4375  486  787  883  816  604
239.4792  551  882  894  935  797
239.5208  571  788  693  854  831
239.5625  117  430  357  404  416
239.6458    1   83   72   71   72
239.6875    1   38   38   33   30
239.7292    1   16   16   16   15
239.7708    1    4    3    3    4
240.2292    4    9   11    6    6
240.2708  163   89  190   74   33
240.3125  652  362  731  344   69
240.3542  768  541  904  574  143
240.3958  802  714 1012  801  379
240.4375  763  795  974  894  579
240.4792  686  795  839  897  726
240.5208  534  800  726  896  838
240.5625  158  416  338  423  438
240.6042  371  509  309  528  643
240.6458  550  492  158  514  782
240.6875  483  326   88  309  601
240.7292    7   54   39   51   69
240.7708    2   11    9    9   12
241.2292   14   12   18    9    8
241.2708  183  117  223   96   51
241.3125  368  295  522  282   97
241.3542  505  489  769  510  179
241.3958  552  641  884  702  363
241.4375  614  765  929  860  575
241.4792  611  771  812  864  706
241.5208  513  824  746  906  854
241.5625  579  726  548  814  870
241.6042  382  581  359  614  741
241.6458  408  447  204  454  646
241.6875  163  165   84  151  248
241.7292   96  103   54   88  164
241.7708    2   11    8    9   11
242.2292   27   16   33   12    9
242.2708  279  132  297  105   48
242.3125  403  293  535  280   90
242.3542  544  486  779  516  172
242.3958  650  658  922  732  367
242.4375  673  762  937  862  566
242.4792  676  819  881  931  744
242.5208  657  796  731  909  849
242.5625  587  714  536  807  863
244.2708   56  101  154   84   59
244.3125   55  234  336  220  125
244.3542  493  534  835  578  222
244.3958  749  715  971  788  419
244.4375  384  764  873  834  605
244.4792  589  624  639  708  603
244.5208  326  612  547  632  603
244.5625  143  442  343  426  459
244.6042  272  533  340  545  657
246.3125  256  249  406  240  106
246.3542  345  410  610  427  187
246.3958  431  565  762  623  347
246.4375  517  696  849  792  535
246.4792  623  782  847  905  722
246.5208  669  784  727  912  847
246.5625  688  746  558  867  928
248.2708  629  161  514  128   39
248.3125  851  360  802  372   50
248.3542  945  553  969  619  128
249.6458  879  523  113  594  939
249.6875  529  281   45  295  624
249.7292  316   96   34   86  244
249.7708    1    6    5    5    8
250.2292    9    8   11    7    6
250.2708  126   87  138   77   47
250.3125  259  238  385  234  104
250.3542  251  348  475  350  184
250.3958  313  493  619  524  332
250.4375  410  640  761  717  508
250.4792  457  729  783  824  672
250.5208  519  741  696  854  794
250.5625  602  715  552  838  889
250.6042  551  620  365  701  864
250.6458  478  482  213  511  726
250.6875  419  266   96  264  503
250.7292  183   78   38   69  146
250.7708    1    4    3    3    4
251.2292    4    6    6    5    4
251.2708   54   69   78   59   46
251.3125  240  228  361  229  106
251.3542  449  441  703  486  185
251.3958  569  638  902  738  388
251.4375  690  752  956  900  584
252.7292  174   79   33   72  178
252.7708    1    3    3    3    4
253.4375  858  776  994  936  590
253.4792  827  809  897  976  765
253.5208  735  780  729  943  873
253.5625  659  657  490  787  846
253.6042  333  402  242  463  563
253.6458  102  182   96  187  257
253.6875    8   74   55   69   86
253.7292    5   42   33   37   47
255.5208   26  361  345  368  331
255.5625    2  110  111  107  104
255.6042   69  319  216  332  387
255.6458    1   15   16   12   10
255.6875    6   27   25   22   20
255.7292    4   16   13   13   14
256.2708    2   15   13   13   12
256.3125    2   52   42   42   42
256.3542    2   77   61   63   66
256.3958    2   88   80   77   76
256.4375    2   89   86   84   85
256.4792    3  138  128  128  135
256.5208    2  123  115  113  114
256.5625    2  127  120  112  107
256.6042    2   73   70   65   61
256.6458    2   66   62   58   55
256.6875    1   36   31   29   28
256.7292    2   16   13   13   13
257.2708    2   17   14   14   14
257.3125    2   46   39   37   36
257.3542    1   76   69   66   61
257.3958    2  104   91   91   88
257.4375    2  181  152  147  148
257.4792    2  160  133  128  130
257.5208    1  102   89   87   84
257.5625    2   92   76   74   76
259.3542  840  498  907  604  132
259.3958  872  689 1005  841  405
259.4375  761  699  886  857  551
259.4792  948  839  928 1039  811
259.5208  889  821  762 1008  926
259.5625  615  622  472  739  782
259.6042  768  523  265  646  811
259.6458  797  463  100  557  869
259.6875  605  239   48  272  589
259.7292  258   56   20   56  167
259.7708    1    1    1    1    2
260.2292   48    4   28    4    3
260.2708  570  122  453  126   33
260.3125  813  325  783  381   49
260.3542  925  516  952  631  123
260.3958  974  674 1023  837  364
260.4375  978  783 1016  976  603
260.4792 1002  837  929 1035  804
260.5208 1003  831  770 1032  947
260.5625 1000  771  561  965 1026
260.6042  937  644  315  804 1010
263.6875  742  259   38  327  702
263.7292  312   50   18   58  165
264.2292   41    3   27    3    3
264.2708  596  119  468  123   32
264.3125  877  324  800  384   48
264.3542  967  516  967  637  113
264.3958 1004  673 1039  847  354
264.4375 1008  775 1022  981  591
264.4792  993  823  932 1038  790
264.5208  967  807  767 1025  928
264.5625  954  738  554  951  996
264.6042  923  615  315  799  988
264.6458  851  447   91  582  899
264.6875  626  247   54  316  645
264.7292  195   54   25   61  147
264.7708    1    1    1    1    2
265.2708    3   47   45   38   36
265.3125   60  190  236  172  120
265.3542  127  343  437  345  213
265.3958  416  530  735  620  334
265.4375  830  741  963  932  586
265.4792  671  732  816  919  720
265.5208  369  618  572  723  672
265.5625   90  422  351  426  434
265.6042   24  279  224  249  263
265.6458    2  129  109  106  111
265.6875    8   96   73   83   97
265.7292    4   22   16   18   22
266.2292   16    2    9    2    2
266.2708  517  106  418  117   31
266.3125  801  309  763  374   52
266.3542  902  492  929  614  116
266.3958  339  564  762  636  348
266.4375    7  284  257  254  241
266.4792  191  333  347  360  299
266.5208  397  406  374  457  429
266.5625  523  391  284  475  517
266.6042  309  310  195  364  430
266.6458  308  255   97  302  444
266.6875  115   65   31   76  124
266.7292  127   32   14   34   79
267.2292   13    2    8    2    1
267.2708  488   99  388  112   29
267.3125  774  294  739  361   47
267.3542  873  478  911  605  111
267.3958  946  640  999  821  342
267.4375  965  748  996  964  578
267.4792  975  796  909 1021  773
267.5208  955  781  746 1009  908
267.5625  952  717  539  941  982
267.6042  902  587  298  777  959
267.6458  781  409   81  544  841
267.6875  661  224   37  297  636
267.7292  221   33   14   39  102
268.2292   17    2   11    2    2
268.2708  533  101  415  117   29
268.3125  828  299  763  372   46
268.3542  922  491  944  627  111
268.3958  953  646 1014  833  347
268.4375  992  759 1014  981  589
268.4792 1008  811  930 1046  792
268.5208  986  798  765 1038  934
268.5625  983  743  557  978 1026
268.6042  781  611  311  791  982
268.6458  855  474  121  624  936
268.6875  689  263   68  346  699
268.7292  234   37   17   42  107
269.2292   13    3    9    2    2
269.2708  349  117  352  120   50
269.3125  502  301  629  334   89
269.3542  718  506  894  610  166
269.3958  685  599  889  743  357
269.4375  772  731  949  918  580
269.4792  932  808  920 1030  792
269.5208  747  727  694  921  837
269.5625  922  689  525  913  953
269.6042  929  593  302  794  981
269.6458  830  421   79  571  886
269.6875  727  229   38  316  679
269.7292  217   28   13   35   91
270.2292   12    2    9    2    2
270.2708  493   95  397  116   29
270.3125  800  297  767  381   52
270.3542  806  488  892  617  153
270.3958  640  637  912  780  398
270.4375  586  653  828  809  527
270.4792  683  727  807  896  706
270.5208  413  587  568  727  657
270.5625  882  757  591  987 1027
270.6042  361  433  278  519  614
270.6458  346  302  124  356  522
270.6875  176  147   64  168  276
270.7292    1   22   17   19   23
271.2708   14   43   55   38   31
271.3125  410  250  504  286   84
271.3542  883  472  928  622  113
271.3958  958  625  997  824  339
271.4375  924  653  882  867  522
271.4792  744  635  723  838  645
271.5208  926  756  729 1001  901
271.5625  878  691  526  932  972
271.6042  824  555  285  751  930
271.6458  385  237   73  302  444
271.6875   10   64   50   58   69
271.7292   91   30   21   27   39
273.6042  941  563  286  781  960
273.6458  860  391   70  556  859
273.6875  688  200   36  294  629
273.7292  110   15    9   18   37
274.2708  408   78  329   99   26
274.3125  215  219  383  233  113
274.3542  567  427  726  526  176
274.3958  663  579  847  718  350
274.4375  294  510  596  591  422
274.4792  314  591  649  686  536
274.5208  666  704  697  906  797
274.5625  883  649  502  889  924
274.6042  198  308  215  367  412
274.6458    1   78   73   67   62
274.6875    2   43   38   35   34
274.7292    2    5    5    4    4
275.2708  186   57  186   71   20
275.3125  762  328  794  435   98
275.3542  122  211  237  193  149
275.3958   73  396  513  427  251
275.4375  368  588  730  713  482
275.4792  214  515  548  591  481
275.5208  332  525  512  641  573
275.5625  542  592  461  779  804
275.6042  427  329  180  448  554
275.6458  249  219   81  284  408
275.6875  415  153   40  215  428
275.7292    5    9    8    9   12
276.2708  388   72  316  101   23
276.3125  761  259  705  357   44
276.3542  898  446  898  612  104
276.3958  942  601  979  822  338
276.4375  976  716  978  975  587
276.4792  936  781  895 1030  791
276.5208  581  726  695  911  824
278.3958    2   53   43   42   43
278.4375    2   93   76   76   78
278.4792    2   83   68   67   68
278.5208    2   66   54   52   54
278.5625    2  102   85   83   84
278.6042    3  221  183  203  209
278.6458    1   70   62   61   58
278.6875    1   41   35   36   35
278.7292    2    4    3    3    3
279.2708    3   27   36   25   18
279.3125  539  226  579  315   61
279.3542  694  406  812  567  128
279.3958  477  503  746  651  329
279.4375  213  384  458  444  309
279.4792  459  699  760  815  639
279.5208    2   96   92   91   82
279.5625    5   99   82   89   92
279.6042  126  204  143  238  282
279.6458   49  121   71  131  175
279.6875    9   60   43   59   72
280.2708  274   62  229   87   21
280.3125  461  222  575  297   59
280.3542  118  398  633  480  211
280.3958  226  414  542  461  276
280.4375   67  522  618  619  445
280.4792  740  723  851 1011  769
280.5208   92  224  207  250  233
280.5625  400  339  255  463  493
280.6042  171  334  218  438  501
280.6458  247  234   79  315  456
280.6875    4   41   26   44   58
280.7292    1    8    5    7   11
281.2708    2   11    9    9    9
281.3125    2   66   54   54   54
281.3542   54  224  244  221  170
281.3958  802  534  867  749  332
281.4375  917  677  958  958  559
281.4792  931  719  861 1012  749
281.5208  943  704  701 1001  882
281.5625  930  628  487  913  938
281.6042  877  503  257  750  915
281.6458  773  336   64  522  795
281.6875  383  124   31  197  383
281.7292    1    5    4    5    7
282.2708  410   64  322  106   22
282.3125  804  252  730  376   43
282.3542  924  438  920  636  106
282.3958  952  587  987  837  340
282.4375  941  682  962  963  565
282.4792  952  723  866 1015  755
282.5208  953  712  707 1010  897
282.5625  747  585  453  830  862
284.4375  972  670  956  961  559
284.4792  984  712  861 1015  748
284.5208  967  691  691  994  874
284.5625  934  614  478  904  928
284.6042  883  485  244  736  899
284.6458  757  312   55  497  763
284.6875  450  127   29  216  442
285.2708  334   53  266   93   19
285.3125  752  229  681  355   41
285.3542  880  409  874  609  100
285.3958  945  564  964  823  327
285.4375  987  666  954  961  557
285.4792 1001  713  865 1022  752
285.5208  987  695  698 1007  885
285.5625  947  615  479  912  936
285.6042  888  484  243  741  906
285.6458  778  314   54  507  777
285.6875  453  120   28  208  423
286.2708  301   50  246   88   19
286.3125  720  226  671  353   43
286.3542  871  408  876  612  103
286.3958  941  562  964  825  329
286.4375  971  664  954  963  559
286.4792  973  705  855 1016  752
286.5208  941  690  688 1004  894
286.5625  875  564  437  835  868
286.6042  717  431  216  646  802
286.6458  260  192   66  263  375
286.6875   90   87   48  105  165
287.2708   95   46   99   53   28
287.3125  519  192  547  287   41
287.3542  871  403  874  612  101
287.3958  940  554  957  820  326
287.4375  958  659  951  962  557
287.4792  984  706  861 1024  752
287.5208  974  669  677  982  860
287.5625  948  619  481  932  959
287.6042  759  406  211  629  761
287.6458   55   64   29   94  128
287.6875  245   64   18  117  247
288.2708   73   37   92   47   24
288.3125  191  169  319  207   83
288.3542  506  381  715  528  157
288.3958  516  442  719  609  266
288.4375  959  652  952  955  550
288.4792  960  692  849 1012  743
288.5208  947  679  688 1000  877
288.5625  940  609  478  922  945
288.6042  740  428  238  662  790
288.6458  575  327  119  486  702
288.6875  158  111   53  146  254
288.7292    1    8    5    7   11
289.2708  290   71  267  110   33
289.3125  116  153  260  171   90
289.3542   64  227  308  249  146
289.3958  416  414  653  562  266
289.4375  883  642  941  939  541
289.4792  980  684  832  999  739
289.5208  961  655  661  976  859
289.5625  986  614  481  940  961
291.3958  119  299  379  360  234
291.4375  669  555  761  823  518
291.4792  879  725  852 1055  797
291.5208  488  488  470  656  586
291.5625   14  220  192  245  241
291.6042   47  198  141  231  259
291.6458    2   92   74   91  102
291.6875   19   58   40   61   83
291.7292    1    3    3    3    3
292.2708   14   22   35   23   14
293.6458  174  113   66  159  209
293.6875  184   56   19   92  177
293.7292    1    2    2    2    3
294.2708  210   30  166   69   13
294.3125  707  199  645  361   38
294.3542  866  371  831  611  104
294.3958  902  524  921  822  327
294.4375  457  617  894  942  546
294.4792  920  652  787  977  719
294.5208  900  633  625  954  838
294.5625  855  565  428  859  885
294.6042  597  393  206  593  720
294.6458  629  277   72  449  679
296.6042  834  464  224  739  899
296.6458  803  281   39  495  776
296.6875  305   81   21  149  295
297.2708  184   27  156   66   12
297.3125  678  190  634  359   37
297.3542  850  365  838  620  100
297.3958  925  513  914  823  323
297.4375  966  614  899  956  549
297.4792  963  657  801 1006  734
297.5208  973  641  636  986  863
297.5625  940  563  420  886  913
297.6042  869  429  187  704  871
297.6458  751  263   37  468  732
297.6875  338   69   18  131  258
298.2708  195   28  159   70   16
298.3125  705  197  648  377   51
298.3542  902  372  852  639  113
298.3958  922  524  922  840  344
298.4375  868  586  848  914  537
298.4792  900  610  742  940  692
298.5208  967  643  638  995  875
298.5625  606  481  372  705  729
298.6042  200  159  113  213  239
298.6458  101   65   29  109  166
298.6875  340   64   16  124  244
299.2708   86   24   85   41   14
299.3125   31   88  129   95   57
299.3542    3  116  109   90   83
299.3958    1  132  118  101   98
299.4375    2  166  155  150  138
299.4792   83  242  250  287  241
299.5208  626  402  410  613  531
299.5625  898  539  417  868  880
299.6042  578  390  196  599  729
299.6458   64  165   97  192  242
299.6875  165   72   36  104  178
300.2708  211   41  175   84   23
300.3125  626  190  640  371   45
300.3542  919  365  864  642  101
300.3958  607  456  744  679  313
300.4375  120  267  330  347  239
300.4792  109  267  293  337  261
300.5208  133  285  278  344  304
300.5625  572  482  372  693  711
300.6042  906  465  222  752  915
300.6458  577  238   52  407  638
300.6875  341   97   42  146  257
300.7292    1    3    2    3    4
301.2708   71   14   47   23   10
301.3125  146  115  256  156   53
301.3542    1   81   72   67   66
301.3958    2  113   94   93   96
301.4375    1  179  144  148  154
301.4792    2  192  157  159  163
301.5208    4  247  210  222  220
301.5625  167  433  356  559  559
301.6042  536  396  206  622  747
301.6458  483  256   85  417  609
301.6875  101   50   23   72  124
302.2708    2   11   15   11    7
302.3125   46   92  132   91   48
302.3542  372  221  417  321   96
302.3958  831  521  900  820  348
302.4375  672  550  763  820  506
302.4792  254  290  320  365  288
302.5208   62  306  286  332  305
302.5625    4  157  149  154  144
302.6042    3   99   87  113  117
302.6458  230  158   72  221  301
302.6875  132   58   30   80  132
303.2708    2   11   12   10    8
303.3125   29   93  122  102   64
303.3542  194  253  393  327  151
303.3958  194  364  466  440  276
303.4375   11  264  243  241  222
303.4792   26  309  280  292  272
303.5208   12  297  261  281  271
303.5625   75  300  247  317  323
303.6042   21  162  131  154  161
303.6458    1   60   52   52   49
303.6875    1   11    9    9   10
304.2708   13   13   18   14   10
304.3125  567  225  591  371   91
304.3542  347  225  401  340  134
304.3958  615  385  660  623  280
304.4375  868  602  881  953  560
304.4792  899  627  782  994  718
304.5208  954  616  625  986  854
304.5625  936  499  381  817  840
304.6042  873  403  193  684  831
306.5625  509  435  354  667  675
306.6042   62  197  154  216  235
306.6458   10   96   77  102  112
307.2708    2    4    5    4    4
307.3125    1   21   20   19   18
307.3542    1   69   58   54   55
307.3958    1  113  102   99   95
307.4375  298  354  467  479  309
307.4792  472  391  446  507  388
307.5208   44  261  254  267  234
307.5625    3  172  150  161  157
307.6042  217  279  174  364  426
307.6458    2  109   84   99  107
307.6875    5   34   27   32   35
308.2708    2    5    6    5    4
308.3125   64   80  149  107   48
308.3542  148  170  300  238   93
308.3958  305  339  523  479  249
308.4375  693  528  746  806  500
308.4792  873  597  745  962  708
308.5208  587  427  423  674  602
308.5625  544  316  246  486  502
308.6042   81   99   72  116  132
308.6458   57   71   45   81  104
308.6875    1   11   11    9    9
309.2708   32   11   43   22    7
309.3125  346  153  379  255   73
309.3542  287  264  466  382  150
309.3958  599  445  731  668  312
309.4375  581  463  602  676  454
309.4792  748  544  641  840  643
309.5208  984  591  603  981  853
309.5625 1000  504  392  867  879
309.6042  302  141   81  228  269
309.6458   81   90   55  120  152
309.6875    1   14   13   14   15
310.2708  112    9   64   31    6
310.3125  546  124  480  280   30
310.3542  888  314  798  606   86
310.3958  969  459  879  812  304
310.4375 1010  559  868  946  525
310.4792 1023  603  771 1001  709
310.5208 1012  584  604  976  833
310.5625  981  507  392  874  882
310.6042  919  381  163  698  846
310.6458  760  231   41  464  705
310.6875  114   26   17   31   43
311.2708   94   20   70   39   15
311.3125  397  121  380  227   45
311.3542    2   56   56   44   38
311.3958    3   59   63   53   43
311.4375    1  111   91   86   91
311.4792  338  455  488  614  498
311.5208  599  646  622  888  792
311.5625  138  327  278  389  383
311.6042  128  257  184  310  342
311.6458   62  102   68  105  136
311.6875   70   42   28   37   46
312.2708   88   13   63   32    8
312.3125  624  181  607  368   58
312.3542  708  348  744  563  125
312.3958  179  289  396  376  213
312.4375   84  329  374  405  293
312.4792   18  306  293  331  283
312.5208  124  344  329  427  378
312.5625  556  409  332  655  652
312.6042  863  362  159  670  806
312.6458  701  196   31  407  615
312.6875   99   15   10   15   22
313.2708    9    3   10    6    3
313.3125  490  116  432  263   30
313.3542  728  263  682  517   72
313.3958  871  434  839  772  287
313.4375  919  520  820  894  491
313.4792  957  578  754  978  684
313.5208  880  561  588  945  804
313.5625  641  434  349  698  701
313.6042  160  206  157  266  281
313.6458   10  109   85  101  109
313.6875    1   21   16   20   22
314.2708    2    3    3    3    3
314.3125    2   59   53   53   49
314.3542    2   40   36   35   34
314.3958  196  195  291  277  165
314.4375  791  477  781  841  471
314.4792  707  493  630  798  576
314.5208    2  179  157  199  199
314.5625   36  178  131  212  232
314.6042  258  276  166  411  479
316.6458  179   55   31   85  117
316.6875   40   29   19   28   36
317.2708   55    4   33   16    3
317.3125  653  121  534  317   29
317.3542  904  294  794  609   79
317.3958  652  343  681  629  229
317.4375 1018  541  873  957  517
317.4792  747  483  641  825  571
317.5208  225  266  272  409  354
317.5625  850  484  412  861  838
317.6042  934  377  182  731  862
317.6458  673  208   64  414  576
318.2708   44    4   31   15    3
318.3125  585  109  488  289   28
318.3542  838  275  750  572   74
318.3958  935  418  842  781  283
318.4375  975  517  836  922  502
318.4792  758  571  708  918  672
318.5208  795  452  480  736  624
318.5625  317  285  235  460  463
318.6042  157  183  127  285  318
318.6458  273  134   63  221  298
320.6875    7    9    8   10   12
321.2708   21    6   22   12    4
321.3125  332   84  308  186   39
321.3542  712  242  633  498   81
321.3958  872  469  890  828  325
321.4375  995  551  869  954  528
321.4792 1030  572  769 1018  706
321.5208  994  541  584  959  807
321.5625  561  346  291  582  575
321.6042  616  413  224  703  825
321.6458  587  176   53  335  468
322.3125  252   78  245  165   36
322.3542  726  263  682  534   85
322.3958  935  409  846  792  280
322.4375  996  508  836  929  497
322.4792 1004  552  745  988  680
322.5208  982  534  583  961  799
322.5625  882  438  365  817  799
322.6042  811  325  154  654  771
322.6458  139   92   42  148  193
323.3125  535   92  429  259   27
323.3542  714  244  688  531   72
323.3958  675  359  688  669  280
323.4375  171  386  496  536  361
323.4792  778  577  774  979  672
323.5208  717  455  492  773  648
323.5625  200  186  148  266  276
323.6042  544  267  141  472  557
323.6458   73   86   50  110  143
324.2708    5    1    3    2    1
324.3125  528   88  422  256   26
324.3542  853  259  739  571   70
324.3958  955  403  841  789  275
324.4375  984  502  833  926  489
324.4792  999  544  740  981  669
324.5208  957  522  572  943  780
324.5625  940  451  371  846  829
324.6042  850  327  152  664  779
324.6458  623  126   28  277  384
325.3125  254   99  302  199   48
